Buying,Selling,Mid Rate
2.0025,2.0389,2.0207
1.9957,2.0313,2.0135
2.0068,2.0441,2.0255
1.9969,2.0317,2.0143
2.01,2.0457,2.0279
1.9856,2.0218,2.0037
1.9853,2.0207,2.003
1.9784,2.0159,1.9972
1.9742,2.0108,1.9925
1.9725,2.0029,1.9877
"19,682.00",1.9989,"9,842.00"
1.9575,1.9868,1.9722
1.9595,1.9889,1.9742
1.9412,1.9715,1.9564
1.9549,1.9848,1.9699
1.9698,2.0011,1.9855
1.9675,1.9992,1.9834
1.9675,1.9976,1.9826
1.9836,2.0179,2.0008
1.972,2.0078,1.9899
1.9943,2.031,2.0127
1.986,2.0216,2.0038
1.9635,2.0011,1.9823
1.9671,2.0025,1.9848
1.9576,1.9926,1.9751
1.9627,2.0013,1.982
1.9666,2.0027,1.9847
1.9533,1.9897,1.9715
1.9608,1.9989,1.9799
1.9686,2.0073,1.988
1.9511,1.9877,1.9694
1.9365,1.9732,1.9549
1.9201,1.9561,1.9381
1.9243,1.9611,1.9427
1.9278,1.9656,1.9467
1.9126,1.9487,1.9307
1.9215,1.9579,1.9397
1.9216,1.9572,1.9394
1.9269,1.9629,1.9449
1.928,1.9633,1.9457
1.9186,1.9538,1.9362
1.9294,1.9649,1.9472
1.9361,1.9709,1.9535
1.9461,1.9831,1.9646
1.9447,1.9801,1.9624
1.9307,1.964,1.9474
1.9307,1.964,1.9474
1.9287,1.9609,1.9448
1.9391,1.9713,1.9552
1.935,1.9659,1.9505
1.9342,1.9668,1.9505
1.9345,1.9663,1.9504
1.9315,1.9625,1.947
1.9407,1.9702,1.9555
1.9333,1.9668,1.9501
1.9452,1.9766,1.9609
1.9503,1.9794,1.9649
1.9386,1.9687,1.9537
1.9401,1.9681,1.9541
1.9407,1.9678,1.9543
1.9331,1.9697,1.9514
1.9415,1.9772,1.9594
1.9247,1.9595,1.9421
1.9174,1.9525,1.935
1.9266,1.9629,1.9448
1.9337,1.9691,1.9514
1.9243,1.9608,1.9426
1.9316,1.9685,1.9501
1.9379,1.9729,1.9554
1.9471,1.984,1.9656
1.9529,1.9883,1.9706
1.9489,1.9848,1.9669
1.9517,1.9882,1.97
1.9511,1.9869,1.969
1.9458,1.9802,1.963
1.952,1.9874,1.9697
1.9563,1.9914,1.9739
1.9518,1.987,1.9694
1.9551,1.9895,1.9723
1.9554,1.9904,1.9729
1.9667,2.0009,1.9838
1.9705,2.0071,1.9888
1.9692,2.0039,1.9866
1.9658,2.0013,1.9836
1.9672,2.0022,1.9847
1.9666,2.0019,1.9843
1.9603,1.994,1.9772
1.9531,1.9882,1.9707
1.945,1.9798,1.9624
1.9362,1.971,1.9536
1.9384,1.9747,1.9566
1.9398,1.9751,1.9575
1.9565,1.9933,1.9749
1.9629,1.9996,1.9813
1.9534,1.9895,1.9715
1.9614,1.9973,1.9794
1.961,1.9963,1.9787
1.9681,2.0036,1.9859
1.9772,2.0127,1.995
1.9778,2.013,1.9954
1.975,2.0096,1.9923
1.9925,1.9966,1.9946
2.0036,2.0086,2.0061
1.9939,1.9979,1.9959
1.9996,2.0035,2.0016
2.0018,2.006,2.0039
2.0094,2.0136,2.0115
2.0079,2.0123,2.0101
2.0039,2.0076,2.0058
1.991,1.995,1.993
1.982,1.988,1.985
1.9885,1.9933,1.9909
1.986,1.9906,1.9883
1.9719,1.9767,1.9743
1.9773,1.9813,1.9793
1.9808,1.9851,1.983
1.9823,1.987,1.9847
1.9688,1.9724,1.9706
1.9661,1.9707,1.9684
1.9615,1.9656,1.9636
1.9615,1.9661,1.9638
1.9498,1.9544,1.9521
1.9664,1.9711,1.9688
1.9653,1.9701,1.9677
1.97,1.9741,1.9721
1.9574,1.9617,1.9596
1.9639,1.9681,1.966
1.9648,1.9693,1.9671
1.9505,1.9554,1.953
1.9593,1.9631,1.9612
1.9589,1.9629,1.9609
1.957,1.9616,1.9593
1.9507,1.9548,1.9528
1.9609,1.9655,1.9632
1.954,1.9587,1.9564
1.9304,1.935,1.9327
1.9644,1.9682,1.9663
1.9591,1.9634,1.9613
1.9655,1.97,1.9678
1.9523,1.9561,1.9542
1.9636,1.9678,1.9657
1.9775,1.9807,1.9791
1.9811,1.9855,1.9833
2.0005,2.0049,2.0027
2.0096,2.0136,2.0116
2.0036,2.0072,2.0054
1.9959,2.0011,1.9985
2.003,2.0065,2.0048
2.0168,2.0211,2.019
2.014,2.0175,2.0158
2.0189,2.0226,2.0208
2.0268,2.0309,2.0289
2.0223,2.0267,2.0245
2.0185,2.022,2.0203
2.0263,2.0298,2.0281
2.0324,2.0359,2.0342
2.008,2.0124,2.0102
2.0149,2.0192,2.0171
2.0048,2.0087,2.0068
2.0352,2.0404,2.0378
2.0426,2.0468,2.0447
2.0531,2.0566,2.0549
2.0275,2.0316,2.0296
2.0129,2.0173,2.0151
2.0166,2.0204,2.0185
1.9936,1.998,1.9958
2.0049,2.0087,2.0068
1.9997,2.0043,2.002
1.9952,1.9986,1.9969
1.9968,2.0012,1.999
2.0057,2.0098,2.0078
2.0191,2.0231,2.0211
2.024,2.0286,2.0263
2.035,2.0386,2.0368
2.0214,2.0332,2.0273
2.0051,2.0082,2.0067
2.0103,2.0134,2.0119
1.9918,1.9949,1.9934
2.001,2.0053,2.0032
1.9971,2.001,1.9991
2.0144,2.0184,2.0164
1.9582,1.9616,1.9599
1.9449,1.9481,1.9465
1.9202,1.9245,1.9224
1.9135,1.9168,1.9152
1.9196,1.9242,1.9219
1.9083,1.9127,1.9105
1.9255,1.9298,1.9277
1.9174,1.9207,1.9191
1.9035,1.907,1.9053
1.9247,1.9279,1.9263
1.9153,1.9193,1.9173
1.8931,1.896,1.8946
1.8964,1.8993,1.8979
1.9058,1.9103,1.9081
1.9037,1.9079,1.9058
1.9239,1.927,1.9255
1.9033,1.9072,1.9053
1.8794,1.8827,1.8811
1.8855,1.8894,1.8875
1.878,1.8815,1.8798
1.8693,1.8722,1.8708
1.8686,1.872,1.8703
1.885,1.8896,1.8873
1.9039,1.9078,1.9059
1.9037,1.907,1.9054
1.8882,1.8914,1.8898
1.8984,1.9017,1.9001
1.8883,1.8927,1.8905
1.8346,1.8389,1.8368
1.8273,1.832,1.8297
1.8499,1.8531,1.8515
1.8378,1.8408,1.8393
1.8454,1.8485,1.847
1.8429,1.8462,1.8446
1.8205,1.8238,1.8222
1.8183,1.8212,1.8198
1.8196,1.8227,1.8212
1.8196,1.8227,1.8212
1.8013,1.805,1.8032
1.8139,1.8166,1.8153
1.8229,1.8264,1.8247
1.8194,1.8234,1.8214
1.818,1.8215,1.8198
1.8025,1.8062,1.8044
1.808,1.8122,1.8101
1.8346,1.8375,1.8361
1.8314,1.8351,1.8333
1.8215,1.8246,1.8231
1.8284,1.8325,1.8305
1.8399,1.8437,1.8418
1.8435,1.8469,1.8452
1.8291,1.8329,1.831
1.8249,1.8285,1.8267
1.8369,1.8406,1.8388
1.8312,1.8343,1.8328
1.8023,1.8062,1.8043
1.7805,1.7846,1.7826
1.7768,1.7819,1.7794
1.79,1.7935,1.7918
1.7734,1.7777,1.7756
1.8095,1.8132,1.8114
1.7948,1.7979,1.7964
1.8291,1.8327,1.8309
1.8258,1.8298,1.8278
1.8123,1.8164,1.8144
1.8215,1.8262,1.8239
1.8091,1.8129,1.811
1.8322,1.8361,1.8342
1.8216,1.8254,1.8235
1.81,1.8131,1.8116
1.7977,1.8008,1.7993
1.7984,1.8024,1.8004
1.8011,1.8047,1.8029
1.8018,1.8057,1.8038
1.7889,1.7915,1.7902
1.784,1.787,1.7855
1.7793,1.7832,1.7813
1.776,1.7794,1.7777
1.7903,1.7944,1.7924
1.8086,1.812,1.8103
1.8324,1.8362,1.8343
1.8206,1.8246,1.8226
1.8352,1.8384,1.8368
1.8395,1.8429,1.8412
1.8548,1.8583,1.8566
1.8588,1.8623,1.8606
1.8498,1.8531,1.8515
1.8443,1.8476,1.846
1.8653,1.8691,1.8672
1.8681,1.8719,1.87
1.8681,1.8722,1.8702
1.8873,1.8905,1.8889
1.8759,1.8801,1.878
1.8762,1.8801,1.8782
1.8728,1.8767,1.8748
1.8673,1.8708,1.8691
1.8618,1.8653,1.8636
1.8653,1.8685,1.8669
1.8746,1.8778,1.8762
1.8709,1.8744,1.8727
1.8737,1.8769,1.8753
1.8873,1.9685,1.9279
1.8853,1.8886,1.887
1.8839,1.8874,1.8857
1.8828,1.8867,1.8848
0,0,0
1.8918,1.8959,1.8939
1.8927,1.8958,1.8943
1.9031,1.907,1.9051
1.9263,1.9295,1.9279
1.9323,1.9357,1.934
1.9323,1.9356,1.934
1.9454,1.9486,1.947
1.9321,1.9356,1.9339
1.933,1.9363,1.9347
1.9262,1.9298,1.928
1.926,1.9298,1.9279
1.9163,1.9201,1.9182
1.9202,1.9239,1.9221
1.9211,1.9251,1.9231
1.9205,1.924,1.9223
1.9371,1.94,1.9386
1.9426,1.9463,1.9445
1.947,1.9502,1.9486
1.939,1.9436,1.9413
1.9238,1.9282,1.926
1.9201,1.9229,1.9215
1.9224,1.9252,1.9238
1.914,1.9168,1.9154
1.919,1.9226,1.9208
1.9311,1.9347,1.9329
1.9397,1.9426,1.9412
1.9453,1.9482,1.9468
1.9407,1.9435,1.9421
1.9149,1.919,1.917
1.899,1.9023,1.9007
1.8988,1.9024,1.9006
1.8955,1.899,1.8973
1.8901,1.8939,1.892
1.8912,1.8944,1.8928
1.9044,1.9085,1.9065
1.9008,1.9035,1.9022
1.906,1.9099,1.908
1.8838,1.8872,1.8855
1.8871,1.891,1.8891
1.897,1.9013,1.8992
1.9104,1.914,1.9122
1.8918,1.8953,1.8936
1.8638,1.8676,1.8657
1.8691,1.8725,1.8708
1.8718,1.8749,1.8734
1.8563,1.8594,1.8579
1.8658,1.8698,1.8678
1.8657,1.8692,1.8675
1.9036,1.9072,1.9054
1.9264,1.9299,1.9282
1.9245,1.9277,1.9261
1.9171,1.9213,1.9192
1.9269,1.9304,1.9287
1.974,1.9772,1.9756
1.9712,1.9747,1.973
2.0115,2.0155,2.0135
2.0079,2.011,2.0095
2.0039,2.0085,2.0062
2.0084,2.013,2.0107
2.0116,2.0154,2.0135
2.0319,2.0357,2.0338
2.0528,2.056,2.0544
2.0579,2.0611,2.0595
2.0435,2.0471,2.0453
2.02,2.0227,2.0214
2.0151,2.0178,2.0165
2.0199,2.0226,2.0213
2.0238,2.0272,2.0255
2.0485,2.052,2.0503
2.0319,2.0359,2.0339
2.0238,2.0274,2.0256
2.0305,2.0337,2.0321
2.0383,2.0413,2.0398
2.0858,2.0912,2.0885
2.1003,2.1069,2.1036
2.0923,2.0985,2.0954
2.108,2.1142,2.1111
2.1285,2.1518,2.1402
2.1312,2.1548,2.143
2.1454,2.1694,2.1574
2.1486,2.1718,2.1602
2.1592,2.1633,2.1613
2.1849,2.189,2.187
2.1978,2.2014,2.1996
2.1448,2.1877,2.1663
2.1954,2.1988,2.1971
2.1972,2.2011,2.1992
2.2022,2.2061,2.2042
2.2054,2.2095,2.2075
2.2048,2.2084,2.2066
2.242,2.2453,2.2437
2.2561,2.2595,2.2578
2.2605,2.2652,2.2629
2.2532,2.2565,2.2549
2.2605,2.2638,2.2622
2.2553,2.2597,2.2575
2.254,2.2582,2.2561
2.2603,2.2642,2.2623
2.2691,2.274,2.2716
2.3005,2.3049,2.3027
2.2907,2.2941,2.2924
2.2942,2.2986,2.2964
2.284,2.2886,2.2863
2.3107,2.3146,2.3127
2.3136,2.3172,2.3154
2.3338,2.3375,2.3357
2.3318,2.3359,2.3339
2.3499,2.3539,2.3519
2.3662,2.3695,2.3679
2.3841,2.3872,2.3857
2.4098,2.4132,2.4115
2.4171,2.4224,2.4198
2.4436,2.4482,2.4459
2.4716,2.4755,2.4736
2.4729,2.478,2.4755
2.4899,2.4937,2.4918
2.4853,2.4891,2.4872
2.4907,2.4957,2.4932
2.4839,2.4875,2.4857
2.5009,2.5048,2.5029
2.4973,2.5009,2.4991
2.5311,2.5355,2.5333
2.5371,2.5416,2.5394
2.5864,2.5909,2.5887
2.5799,2.5841,2.582
2.5844,2.5875,2.586
2.5646,2.5694,2.567
2.585,2.5899,2.5875
2.5842,2.5879,2.5861
2.5954,2.6003,2.5979
2.576,2.5803,2.5782
2.5774,2.5809,2.5792
2.578,2.5815,2.5798
2.5794,2.5831,2.5813
2.587,2.5908,2.5889
2.591,2.5962,2.5936
2.5873,2.5917,2.5895
2.6052,2.6084,2.6068
2.6298,2.6337,2.6318
2.6436,2.6497,2.6467
2.6694,2.6731,2.6713
2.6632,2.6676,2.6654
2.6681,2.6718,2.67
2.6827,2.6872,2.685
2.6966,2.7003,2.6985
2.6893,2.6947,2.692
2.6953,2.6988,2.6971
2.6913,2.695,2.6932
2.6682,2.6721,2.6702
2.6567,2.6608,2.6588
2.6603,2.6639,2.6621
2.6601,2.6642,2.6622
2.661,2.6652,2.6631
2.6634,2.6676,2.6655
2.6866,2.6916,2.6891
2.6909,2.6949,2.6929
2.6743,2.6783,2.6763
2.6985,2.703,2.7008
2.7146,2.7189,2.7168
2.7457,2.7497,2.7477
2.7652,2.7693,2.7673
2.7714,2.7755,2.7735
2.7897,2.7942,2.792
2.8006,2.8048,2.8027
2.8163,2.8204,2.8184
2.8107,2.8163,2.8135
2.8257,2.8309,2.8283
2.8075,2.8119,2.8097
2.8101,2.8144,2.8123
2.8847,2.8895,2.8871
2.8448,2.8491,2.847
2.8281,2.8318,2.83
2.815,2.8201,2.8176
2.816,2.8208,2.8184
2.8192,2.8235,2.8214
2.8237,2.8283,2.826
2.8235,2.8279,2.8257
2.8386,2.8417,2.8402
2.8141,2.8177,2.8159
2.8141,2.8187,2.8164
2.82,2.8242,2.8221
2.8402,2.8445,2.8424
2.8391,2.8429,2.841
2.8347,2.8386,2.8367
2.8331,2.8385,2.8358
2.8374,2.8425,2.84
2.8354,2.8392,2.8373
2.8379,2.8419,2.8399
2.8413,2.8455,2.8434
2.8441,2.8484,2.8463
2.8403,2.845,2.8427
2.8466,2.85,2.8483
2.863,2.8671,2.8651
2.8565,2.8619,2.8592
2.8526,2.8562,2.8544
2.8441,2.8483,2.8462
2.8254,2.8306,2.828
2.8178,2.8225,2.8202
2.8275,2.8313,2.8294
2.8278,2.8318,2.8298
2.822,2.8254,2.8237
2.8265,2.8308,2.8287
2.8113,2.8153,2.8133
2.8132,2.8176,2.8154
2.8088,2.812,2.8104
2.8106,2.8157,2.8132
2.8224,2.8262,2.8243
2.8241,2.8289,2.8265
2.8221,2.8263,2.8242
2.8246,2.8296,2.8271
2.8218,2.8271,2.8245
2.8463,2.8521,2.8492
2.8456,2.8519,2.8488
2.9111,2.9168,2.914
2.9116,2.9155,2.9136
2.9192,2.923,2.9211
2.9222,2.9271,2.9247
2.9289,2.9335,2.9312
2.9267,2.9299,2.9283
2.9249,2.9289,2.9269
2.9426,2.9476,2.9451
2.9653,2.9686,2.967
2.987,2.9901,2.9886
2.9879,2.9917,2.9898
2.9682,2.9728,2.9705
2.9464,2.9502,2.9483
2.9234,2.9271,2.9253
2.91,2.9135,2.9118
2.8896,2.8942,2.8919
2.8836,2.8877,2.8857
2.8835,2.8884,2.886
2.8931,2.8974,2.8953
2.8732,2.8769,2.8751
2.8588,2.8639,2.8614
2.8273,2.8325,2.8299
2.8396,2.8442,2.8419
2.8118,2.8167,2.8143
2.8041,2.8085,2.8063
2.7905,2.7938,2.7922
2.7961,2.8008,2.7985
2.784,2.7871,2.7856
2.8027,2.8058,2.8043
2.7687,2.7725,2.7706
2.8152,2.8192,2.8172
2.795,2.8,2.7975
2.8127,2.8163,2.8145
2.7856,2.7895,2.7876
2.7946,2.7983,2.7965
2.7853,2.791,2.7882
2.8059,2.8097,2.8078
2.7992,2.8032,2.8012
2.7961,2.8001,2.7981
2.8048,2.8085,2.8067
2.8105,2.8154,2.813
2.8142,2.8177,2.816
2.7978,2.8018,2.7998
2.8107,2.8152,2.813
2.8113,2.815,2.8132
2.8253,2.8302,2.8278
2.8402,2.8451,2.8427
2.8127,2.8175,2.8151
2.8027,2.8091,2.8059
2.7792,2.7832,2.7812
2.7844,2.7889,2.7867
2.743,2.7469,2.745
2.7495,2.7532,2.7514
2.7547,2.7602,2.7575
2.7619,2.7655,2.7637
2.7623,2.7661,2.7642
2.7914,2.7948,2.7931
2.794,2.7979,2.796
2.773,2.7772,2.7751
2.7837,2.7884,2.7861
2.7876,2.7933,2.7905
2.7576,2.7617,2.7597
2.7531,2.7573,2.7552
2.7762,2.7802,2.7782
2.7532,2.7579,2.7556
2.7251,2.7282,2.7267
2.7222,2.7267,2.7245
2.7335,2.738,2.7358
2.7167,2.7207,2.7187
2.7195,2.7244,2.722
2.696,2.7001,2.6981
2.689,2.6935,2.6913
2.6768,2.6812,2.679
2.6522,2.6564,2.6543
2.6602,2.6649,2.6626
2.6581,2.6624,2.6603
2.6411,2.6443,2.6427
2.6364,2.6406,2.6385
2.6225,2.6261,2.6243
2.6283,2.6322,2.6303
2.6141,2.6174,2.6158
2.6152,2.6194,2.6173
2.6106,2.6153,2.613
2.602,2.606,2.604
2.5891,2.5927,2.5909
2.5936,2.5976,2.5956
2.6029,2.6081,2.6055
2.6192,2.6243,2.6218
2.6135,2.6172,2.6154
2.5927,2.5982,2.5955
2.5886,2.5932,2.5909
2.6069,2.6117,2.6093
2.5817,2.5857,2.5837
2.5883,2.6111,2.5997
2.6229,2.6273,2.6251
2.6157,2.62,2.6179
2.6171,2.6213,2.6192
2.619,2.6241,2.6216
2.6405,2.6458,2.6432
2.6321,2.6376,2.6349
2.6451,2.6498,2.6475
2.6363,2.6406,2.6385
2.6377,2.6424,2.6401
2.6164,2.622,2.6192
2.557,2.562,2.5595
2.5534,2.5597,2.5566
2.5735,2.5776,2.5756
2.5704,2.5736,2.572
2.5146,2.5202,2.5174
2.5106,2.5147,2.5127
2.539,2.5443,2.5417
2.5165,2.5217,2.5191
2.5377,2.5454,2.5416
2.5549,2.5587,2.5568
2.5658,2.571,2.5684
2.6148,2.6211,2.618
2.603,2.6076,2.6053
2.5785,2.584,2.5813
2.5916,2.5963,2.594
2.6296,2.6347,2.6322
2.6311,2.6365,2.6338
2.648,2.6529,2.6505
2.6459,2.6504,2.6482
2.6464,2.6506,2.6485
2.6717,2.6768,2.6743
2.6813,2.6862,2.6838
2.6777,2.6821,2.6799
2.7287,2.7327,2.7307
2.7165,2.7268,2.7217
2.709,2.7139,2.7115
2.6975,2.7026,2.7001
2.7265,2.7317,2.7291
2.7259,2.7305,2.7282
2.7279,3.7332,3.2306
2.7083,2.713,2.7107
2.701,2.7063,2.7037
2.6788,2.6832,2.681
2.7266,2.7322,2.7294
2.7009,2.7061,2.7035
2.7207,2.726,2.7234
2.7431,2.7492,2.7462
2.7525,2.7581,2.7553
2.772,2.7777,2.7749
2.8161,2.8223,2.8192
2.8949,2.8998,2.8974
2.9075,2.9135,2.9105
2.9039,2.9095,2.9067
2.9101,2.9168,2.9135
2.894,2.8992,2.8966
2.8615,2.8693,2.8654
2.8727,2.8782,2.8755
2.8738,2.8791,2.8765
2.8573,2.8634,2.8604
2.899,2.9046,2.9018
2.9378,2.9448,2.9413
2.9279,2.9324,2.9302
2.9263,2.9323,2.9293
2.8895,2.8959,2.8927
2.9112,2.9177,2.9145
2.892,2.8985,2.8953
2.9763,2.9823,2.9793
2.9629,2.9692,2.9661
2.9358,2.9407,2.9383
2.9632,2.9677,2.9655
2.9464,2.9513,2.9489
2.9687,2.9757,2.9722
3.0023,3.0068,3.0046
3.0136,3.0204,3.017
3.0709,3.0768,3.0739
3.0985,3.105,3.1018
3.0344,3.0414,3.0379
3.0232,3.0279,3.0256
3.0606,3.067,3.0638
3.0869,3.0917,3.0893
3.056,3.0617,3.0589
3.0524,3.0594,3.0559
3.0562,3.0632,3.0597
3.0843,3.0899,3.0871
3.1426,3.1496,3.1461
3.1402,3.1448,3.1425
3.1146,3.1217,3.1182
3.0899,3.0948,3.0924
3.062,3.0699,3.066
3.0712,3.078,3.0746
3.1007,3.1063,3.1035
3.0746,3.0804,3.0775
3.0683,3.0745,3.0714
3.0517,3.0578,3.0548
3.0464,3.0523,3.0494
3.0695,3.0758,3.0727
3.0727,3.08,3.0764
3.1365,3.1425,3.1395
3.1883,3.1954,3.1919
3.1393,3.1457,3.1425
3.1313,3.1381,3.1347
3.1355,3.1433,3.1394
3.1567,3.1639,3.1603
3.2068,3.2136,3.2102
3.2192,3.226,3.2226
3.2444,3.2488,3.2466
3.2763,3.2835,3.2799
3.2406,3.2475,3.2441
3.3197,3.3247,3.3222
3.3077,3.3152,3.3115
3.3091,3.3144,3.3118
3.3086,3.3156,3.3121
3.3054,3.3125,3.309
3.331,3.3377,3.3344
3.2977,3.3048,3.3013
3.3212,3.3263,3.3238
3.3405,3.3447,3.3426
3.1965,3.2016,3.1991
3.0199,3.0258,3.0229
2.9534,2.958,2.9557
2.817,2.8223,2.8197
2.7273,2.7333,2.7303
2.6368,2.6402,2.6385
2.5652,2.5697,2.5675
2.4698,2.4741,2.472
2.4641,2.4699,2.467
2.4408,2.4458,2.4433
2.4128,2.4168,2.4148
2.4043,2.408,2.4062
2.4247,2.4283,2.4265
2.4157,2.4206,2.4182
2.4211,2.4273,2.4242
2.3901,2.3963,2.3932
2.4546,2.4599,2.4573
2.494,2.4989,2.4965
2.4981,2.5035,2.5008
2.5116,2.5166,2.5141
2.5379,2.5443,2.5411
2.5824,2.5891,2.5858
2.6664,2.6709,2.6687
2.6983,2.7032,2.7008
2.7324,2.7372,2.7348
2.7751,2.7817,2.7784
2.7954,2.8022,2.7988
2.7638,2.7687,2.7663
2.8192,2.8251,2.8222
2.847,2.852,2.8495
2.8804,2.8861,2.8833
2.8951,2.9009,2.898
2.8874,2.8927,2.8901
2.8979,2.905,2.9015
2.9264,2.9321,2.9293
2.9475,2.9517,2.9496
2.9031,2.9085,2.9058
2.901,2.9065,2.9038
2.8855,2.8902,2.8879
2.9092,2.9138,2.9115
2.893,2.8997,2.8964
2.784,2.7895,2.7868
2.6592,2.6643,2.6618
2.6222,2.6277,2.625
2.5999,2.6056,2.6028
2.5631,2.5664,2.5648
2.5646,2.5693,2.567
2.6034,2.6093,2.6064
2.6086,2.6138,2.6112
2.6243,2.6295,2.6269
2.6274,2.6333,2.6304
2.7004,2.7046,2.7025
2.703,2.7097,2.7064
2.754,2.7598,2.7569
2.754,2.7595,2.7568
2.7763,2.783,2.7797
2.7065,2.712,2.7093
2.6684,2.6726,2.6705
2.6576,2.6629,2.6603
2.6427,2.6479,2.6453
2.6244,2.6304,2.6274
2.6153,2.6205,2.6179
2.6071,2.6118,2.6095
2.6159,2.6227,2.6193
2.626,2.6306,2.6283
2.6578,2.6631,2.6605
2.696,2.7008,2.6984
2.7084,2.7145,2.7115
2.7566,2.7634,2.76
2.7671,2.7717,2.7694
2.7416,2.7475,2.7446
2.7309,2.7362,2.7336
2.7418,2.7617,2.7518
2.7398,2.7443,2.7421
2.7581,2.7641,2.7611
2.7578,2.7644,2.7611
2.7423,2.7487,2.7455
2.7372,2.7432,2.7402
2.7316,2.7358,2.7337
2.7472,2.7538,2.7505
2.733,2.7386,2.7358
2.6959,2.7019,2.6989
2.677,2.6823,2.6797
2.6885,2.695,2.6918
2.7058,2.711,2.7084
2.7126,2.7176,2.7151
2.7144,2.7208,2.7176
2.7112,2.715,2.7131
2.6755,2.6818,2.6787
2.6689,2.6743,2.6716
2.6624,2.6679,2.6652
2.6732,2.6791,2.6762
2.694,2.6986,2.6963
2.6963,2.7014,2.6989
2.6787,2.6852,2.682
2.6959,2.7,2.698
2.689,2.6938,2.6914
2.7128,2.7184,2.7156
2.738,3.7446,3.2413
2.7216,2.7313,2.7265
2.7308,2.7352,2.733
2.7435,2.7482,2.7459
2.7405,2.7459,2.7432
2.7181,2.7234,2.7208
2.7436,2.7503,2.747
2.7634,2.7692,2.7663
2.7464,2.7699,2.7582
3.7679,3.7741,3.771
2.7563,2.7611,2.7587
2.7358,2.7399,2.7379
2.7353,2.7409,2.7381
2.7704,2.777,2.7737
2.734,2.7392,2.7366
2.7424,2.747,2.7447
2.7388,2.7438,2.7413
2.7313,2.7366,2.734
2.7009,2.707,2.704
2.7153,2.7207,2.718
2.7236,2.7299,2.7268
2.7443,2.751,2.7477
2.7324,2.7387,2.7356
2.7574,2.7641,2.7608
2.7666,2.7729,2.7698
2.764,2.7686,2.7663
2.7743,2.7814,2.7779
2.7149,2.7205,2.7177
2.7103,2.7178,2.7141
2.6862,2.6925,2.6894
2.6572,2.6637,2.6605
2.6468,2.6518,2.6493
2.6535,2.6598,2.6567
2.6529,2.6592,2.6561
2.662,2.6676,2.6648
2.6394,2.645,2.6422
2.6176,2.6219,2.6198
2.617,2.6235,2.6203
2.6364,2.6421,2.6393
2.6222,2.6281,2.6252
2.6409,2.6457,2.6433
2.6849,2.6909,2.6879
2.6593,2.6653,2.6623
2.6777,2.6815,2.6796
2.7,2.7064,2.7032
2.723,2.7292,2.7261
2.7155,2.7217,2.7186
2.7135,2.7195,2.7165
2.7076,2.7129,2.7103
2.719,2.7263,2.7227
2.7811,2.7875,2.7843
2.7638,2.768,2.7659
2.7289,2.7354,2.7322
2.724,2.7292,2.7266
2.7524,2.7585,2.7555
2.7521,2.7574,2.7548
2.7493,2.7538,2.7516
2.7682,2.7739,2.7711
2.7458,2.7513,2.7486
2.7653,2.7706,2.768
2.775,2.7801,2.7776
2.753,2.7592,2.7561
2.8122,2.8177,2.815
2.8251,2.8321,2.8286
2.7879,2.7923,2.7901
2.7892,2.7936,2.7914
2.7957,2.8004,2.7981
2.763,2.7702,2.7666
2.7675,2.7737,2.7706
2.8015,2.8067,2.8041
2.8352,2.8427,2.839
2.8565,2.8627,2.8596
2.8777,2.8841,2.8809
2.8844,2.89,2.8872
2.8656,2.8732,2.8694
2.9048,2.9103,2.9076
2.8836,2.89,2.8868
2.8648,2.8712,2.868
2.8542,2.8604,2.8573
2.9314,2.9368,2.9341
2.927,2.9328,2.9299
2.9165,2.9235,2.92
2.9314,2.9389,2.9352
2.8924,2.899,2.8957
2.8815,2.8871,2.8843
2.8973,2.9034,2.9004
2.9409,2.9461,2.9435
2.9504,2.9563,2.9534
2.9263,2.9343,2.9303
2.9056,2.9105,2.9081
2.8829,2.8873,2.8851
2.897,2.9021,2.8996
2.8725,2.8778,2.8752
2.8845,2.8908,2.8877
2.9096,2.915,2.9123
2.9254,2.9319,2.9287
2.9251,2.9305,2.9278
2.9434,2.9509,2.9472
2.9413,2.9477,2.9445
2.961,2.967,2.964
2.9847,2.9895,2.9871
2.982,2.9869,2.9845
2.9636,2.9688,2.9662
2.9445,2.9497,2.9471
2.9343,2.9656,2.95
2.9305,2.9361,2.9333
2.8723,2.8789,2.8756
2.8945,2.9018,2.8982
2.8761,2.8816,2.8789
2.8457,2.8514,2.8486
2.827,2.8337,2.8304
2.8346,2.8411,2.8379
2.7976,2.8041,2.8009
2.7854,2.7903,2.7879
2.8034,2.8099,2.8067
2.8134,2.8201,2.8168
2.7855,2.7915,2.7885
2.7674,2.7737,2.7706
2.7761,2.7825,2.7793
2.7981,2.8036,2.8009
2.7765,2.7827,2.7796
2.7483,2.7538,2.7511
2.7577,2.7649,2.7613
2.7578,2.764,2.7609
2.7497,2.7555,2.7526
2.7599,2.7666,2.7633
2.7529,2.7592,2.7561
2.7523,2.7558,2.7541
2.7788,2.7859,2.7824
2.7767,2.782,2.7794
2.7724,2.7776,2.775
2.8179,2.8246,2.8213
2.834,2.8397,2.8369
2.8687,2.8743,2.8715
2.8818,2.8871,2.8845
2.8716,2.8773,2.8745
2.8595,2.8649,2.8622
2.8656,2.8723,2.869
2.8531,2.8596,2.8564
2.8883,2.8935,2.8909
2.8477,2.8531,2.8504
2.8767,2.8814,2.8791
