"Date","Currency","Currency Pair","Buying","Selling","Mid Rate"
"31 Dec 2020","Pound Sterling","GBPGHS","7.8697","7.8787","7.8742"
"30 Dec 2020","Pound Sterling","GBPGHS","7.8003","7.8087","7.8045"
"29 Dec 2020","Pound Sterling","GBPGHS","7.7294","7.7383","7.7339"
"24 Dec 2020","Pound Sterling","GBPGHS","7.7684","7.7779","7.7732"
"23 Dec 2020","Pound Sterling","GBPGHS","7.7260","7.7344","7.7302"
"22 Dec 2020","Pound Sterling","GBPGHS","7.6429","7.6517","7.6473"
"21 Dec 2020","Pound Sterling","GBPGHS","7.6050","7.6138","7.6094"
"18 Dec 2020","Pound Sterling","GBPGHS","7.7083","7.7172","7.7128"
"17 Dec 2020","Pound Sterling","GBPGHS","7.7534","7.7675","7.7605"
"16 Dec 2020","Pound Sterling","GBPGHS","7.7185","7.7273","7.7229"
"15 Dec 2020","Pound Sterling","GBPGHS","7.6402","7.6484","7.6443"
"14 Dec 2020","Pound Sterling","GBPGHS","7.6349","7.6432","7.6391"
"11 Dec 2020","Pound Sterling","GBPGHS","7.5491","7.5578","7.5535"
"10 Dec 2020","Pound Sterling","GBPGHS","7.5993","7.6075","7.6034"
"09 Dec 2020","Pound Sterling","GBPGHS","7.6652","7.6734","7.6693"
"08 Dec 2020","Pound Sterling","GBPGHS","7.6047","7.6134","7.6091"
"04 Dec 2020","Pound Sterling","GBPGHS","7.7040","7.7123","7.7082"
"03 Dec 2020","Pound Sterling","GBPGHS","7.7012","7.7100","7.7056"
"02 Dec 2020","Pound Sterling","GBPGHS","7.6101","7.6182","7.6142"
"01 Dec 2020","Pound Sterling","GBPGHS","7.6329","7.6411","7.6370"
"30 Nov 2020","Pound Sterling","GBPGHS","7.6385","7.6467","7.6426"
"27 Nov 2020","Pound Sterling","GBPGHS","7.6253","7.6335","7.6294"
"26 Nov 2020","Pound Sterling","GBPGHS","7.6075","7.6157","7.6116"
"25 Nov 2020","Pound Sterling","GBPGHS","7.6389","7.6477","7.6433"
"24 Nov 2020","Pound Sterling","GBPGHS","7.6223","7.6305","7.6264"
"23 Nov 2020","Pound Sterling","GBPGHS","7.5865","7.5947","7.5906"
"20 Nov 2020","Pound Sterling","GBPGHS","7.5865","7.5941","7.5903"
"19 Nov 2020","Pound Sterling","GBPGHS","7.5499","7.5580","7.5540"
"18 Nov 2020","Pound Sterling","GBPGHS","7.5955","7.6037","7.5996"
"17 Nov 2020","Pound Sterling","GBPGHS","7.5628","7.5709","7.5669"
"16 Nov 2020","Pound Sterling","GBPGHS","7.5326","7.5408","7.5367"
"13 Nov 2020","Pound Sterling","GBPGHS","7.5111","7.5209","7.5160"
"12 Nov 2020","Pound Sterling","GBPGHS","7.5026","7.5106","7.5066"
"11 Nov 2020","Pound Sterling","GBPGHS","7.5413","7.5494","7.5454"
"10 Nov 2020","Pound Sterling","GBPGHS","7.5755","7.5837","7.5796"
"09 Nov 2020","Pound Sterling","GBPGHS","7.5193","7.5280","7.5237"
"06 Nov 2020","Pound Sterling","GBPGHS","7.4784","7.4870","7.4827"
"05 Nov 2020","Pound Sterling","GBPGHS","7.4724","7.4804","7.4764"
"04 Nov 2020","Pound Sterling","GBPGHS","7.4199","7.4285","7.4242"
"03 Nov 2020","Pound Sterling","GBPGHS","7.4406","7.4486","7.4446"
"02 Nov 2020","Pound Sterling","GBPGHS","7.3646","7.3732","7.3689"
"30 Oct 2020","Pound Sterling","GBPGHS","7.3873","7.3953","7.3913"
"29 Oct 2020","Pound Sterling","GBPGHS","7.3542","7.3616","7.3579"
"28 Oct 2020","Pound Sterling","GBPGHS","7.4043","7.4123","7.4083"
"27 Oct 2020","Pound Sterling","GBPGHS","7.4391","7.4477","7.4434"
"26 Oct 2020","Pound Sterling","GBPGHS","7.4292","7.4377","7.4335"
"23 Oct 2020","Pound Sterling","GBPGHS","7.4458","7.4539","7.4499"
"22 Oct 2020","Pound Sterling","GBPGHS","7.4698","7.4778","7.4738"
"21 Oct 2020","Pound Sterling","GBPGHS","7.4976","7.5056","7.5016"
"20 Oct 2020","Pound Sterling","GBPGHS","7.3978","7.4057","7.4018"
"19 Oct 2020","Pound Sterling","GBPGHS","7.4136","7.4221","7.4179"
"16 Oct 2020","Pound Sterling","GBPGHS","7.3697","7.3782","7.3740"
"15 Oct 2020","Pound Sterling","GBPGHS","7.3637","7.3716","7.3677"
"14 Oct 2020","Pound Sterling","GBPGHS","7.4201","7.4281","7.4241"
"13 Oct 2020","Pound Sterling","GBPGHS","7.3849","7.3934","7.3892"
"12 Oct 2020","Pound Sterling","GBPGHS","7.4458","7.4544","7.4501"
"09 Oct 2020","Pound Sterling","GBPGHS","7.4110","7.4190","7.4150"
"08 Oct 2020","Pound Sterling","GBPGHS","7.3774","7.3859","7.3817"
"07 Oct 2020","Pound Sterling","GBPGHS","7.3653","7.3733","7.3693"
"06 Oct 2020","Pound Sterling","GBPGHS","7.3847","7.3927","7.3887"
"05 Oct 2020","Pound Sterling","GBPGHS","7.3913","7.3992","7.3953"
"02 Oct 2020","Pound Sterling","GBPGHS","7.3736","7.3815","7.3776"
"01 Oct 2020","Pound Sterling","GBPGHS","7.3500","7.3579","7.3540"
"30 Sep 2020","Pound Sterling","GBPGHS","7.3545","7.3624","7.3585"
"29 Sep 2020","Pound Sterling","GBPGHS","7.3263","7.3342","7.3303"
"28 Sep 2020","Pound Sterling","GBPGHS","7.3221","7.3300","7.3261"
"25 Sep 2020","Pound Sterling","GBPGHS","7.2373","7.2452","7.2413"
"24 Sep 2020","Pound Sterling","GBPGHS","7.2452","7.2530","7.2491"
"23 Sep 2020","Pound Sterling","GBPGHS","7.2714","7.2798","7.2756"
"22 Sep 2020","Pound Sterling","GBPGHS","7.2536","7.2614","7.2575"
"18 Sep 2020","Pound Sterling","GBPGHS","7.3807","7.3886","7.3847"
"17 Sep 2020","Pound Sterling","GBPGHS","7.3777","7.3857","7.3817"
"16 Sep 2020","Pound Sterling","GBPGHS","7.3954","7.4034","7.3994"
"15 Sep 2020","Pound Sterling","GBPGHS","7.3197","7.3276","7.3237"
"14 Sep 2020","Pound Sterling","GBPGHS","7.3322","7.3401","7.3362"
"11 Sep 2020","Pound Sterling","GBPGHS","7.2779","7.2857","7.2818"
"10 Sep 2020","Pound Sterling","GBPGHS","7.3254","7.3333","7.3294"
"09 Sep 2020","Pound Sterling","GBPGHS","7.4069","7.4155","7.4112"
"08 Sep 2020","Pound Sterling","GBPGHS","7.4177","7.4257","7.4217"
"07 Sep 2020","Pound Sterling","GBPGHS","7.4982","7.5069","7.5026"
"04 Sep 2020","Pound Sterling","GBPGHS","7.5119","7.5200","7.5160"
"03 Sep 2020","Pound Sterling","GBPGHS","7.5360","7.5441","7.5401"
"02 Sep 2020","Pound Sterling","GBPGHS","7.5572","7.5653","7.5613"
"01 Sep 2020","Pound Sterling","GBPGHS","7.6441","7.6529","7.6485"
"31 Aug 2020","Pound Sterling","GBPGHS","7.5956","7.6038","7.5997"
"28 Aug 2020","Pound Sterling","GBPGHS","7.5763","7.5850","7.5807"
"27 Aug 2020","Pound Sterling","GBPGHS","7.4880","7.4961","7.4921"
"26 Aug 2020","Pound Sterling","GBPGHS","7.4880","7.4967","7.4924"
"25 Aug 2020","Pound Sterling","GBPGHS","7.4614","7.4700","7.4657"
"24 Aug 2020","Pound Sterling","GBPGHS","7.4222","7.4302","7.4262"
"21 Aug 2020","Pound Sterling","GBPGHS","7.4372","7.4452","7.4412"
"20 Aug 2020","Pound Sterling","GBPGHS","7.4610","7.4696","7.4653"
"19 Aug 2020","Pound Sterling","GBPGHS","7.4858","7.4939","7.4899"
"18 Aug 2020","Pound Sterling","GBPGHS","7.5125","7.5212","7.5169"
"17 Aug 2020","Pound Sterling","GBPGHS","7.4377","7.4457","7.4417"
"14 Aug 2020","Pound Sterling","GBPGHS","7.4401","7.4481","7.4441"
"13 Aug 2020","Pound Sterling","GBPGHS","7.4282","7.4362","7.4322"
"12 Aug 2020","Pound Sterling","GBPGHS","7.4078","7.4158","7.4118"
"11 Aug 2020","Pound Sterling","GBPGHS","7.4269","7.4349","7.4309"
"10 Aug 2020","Pound Sterling","GBPGHS","7.4263","7.4343","7.4303"
"07 Aug 2020","Pound Sterling","GBPGHS","7.4032","7.4117","7.4075"
"06 Aug 2020","Pound Sterling","GBPGHS","7.4575","7.4661","7.4618"
"05 Aug 2020","Pound Sterling","GBPGHS","7.4479","7.4565","7.4522"
"03 Aug 2020","Pound Sterling","GBPGHS","7.4172","7.4252","7.4212"
"30 Jul 2020","Pound Sterling","GBPGHS","7.4001","7.4098","7.4050"
"29 Jul 2020","Pound Sterling","GBPGHS","7.3588","7.3673","7.3631"
"28 Jul 2020","Pound Sterling","GBPGHS","7.3417","7.3513","7.3465"
"27 Jul 2020","Pound Sterling","GBPGHS","7.3106","7.3202","7.3154"
"24 Jul 2020","Pound Sterling","GBPGHS","7.2544","7.2640","7.2592"
"23 Jul 2020","Pound Sterling","GBPGHS","7.2276","7.2371","7.2324"
"22 Jul 2020","Pound Sterling","GBPGHS","7.2148","7.2243","7.2196"
"21 Jul 2020","Pound Sterling","GBPGHS","7.2294","7.2372","7.2333"
"20 Jul 2020","Pound Sterling","GBPGHS","7.1702","7.1785","7.1744"
"17 Jul 2020","Pound Sterling","GBPGHS","7.1055","7.1149","7.1102"
"16 Jul 2020","Pound Sterling","GBPGHS","7.1447","7.1541","7.1494"
"15 Jul 2020","Pound Sterling","GBPGHS","7.1402","7.1479","7.1441"
"14 Jul 2020","Pound Sterling","GBPGHS","7.0972","7.1065","7.1019"
"13 Jul 2020","Pound Sterling","GBPGHS","7.1531","7.1625","7.1578"
"10 Jul 2020","Pound Sterling","GBPGHS","7.1726","7.1809","7.1768"
"09 Jul 2020","Pound Sterling","GBPGHS","7.1491","7.1574","7.1533"
"08 Jul 2020","Pound Sterling","GBPGHS","7.1327","7.1421","7.1374"
"07 Jul 2020","Pound Sterling","GBPGHS","7.1284","7.1378","7.1331"
"06 Jul 2020","Pound Sterling","GBPGHS","7.0718","7.0800","7.0759"
"03 Jul 2020","Pound Sterling","GBPGHS","7.0624","7.0701","7.0663"
"02 Jul 2020","Pound Sterling","GBPGHS","7.0585","7.0661","7.0623"
"01 Jul 2020","Pound Sterling","GBPGHS","7.0584","7.0660","7.0622"
"30 Jun 2020","Pound Sterling","GBPGHS","6.9991","7.0084","7.0038"
"29 Jun 2020","Pound Sterling","GBPGHS","6.9527","6.9619","6.9573"
"26 Jun 2020","Pound Sterling","GBPGHS","6.9833","6.9909","6.9871"
"25 Jun 2020","Pound Sterling","GBPGHS","7.0120","7.0219","7.0170"
"24 Jun 2020","Pound Sterling","GBPGHS","7.0180","7.0267","7.0224"
"23 Jun 2020","Pound Sterling","GBPGHS","7.0784","7.0861","7.0823"
"22 Jun 2020","Pound Sterling","GBPGHS","7.0308","7.0384","7.0346"
"19 Jun 2020","Pound Sterling","GBPGHS","6.9825","6.9906","6.9866"
"18 Jun 2020","Pound Sterling","GBPGHS","7.0072","7.0165","7.0119"
"17 Jun 2020","Pound Sterling","GBPGHS","7.0802","7.0895","7.0849"
"16 Jun 2020","Pound Sterling","GBPGHS","7.1156","7.1250","7.1203"
"15 Jun 2020","Pound Sterling","GBPGHS","7.0910","7.1004","7.0957"
"12 Jun 2020","Pound Sterling","GBPGHS","7.0657","7.0751","7.0704"
"11 Jun 2020","Pound Sterling","GBPGHS","7.1053","7.1153","7.1103"
"10 Jun 2020","Pound Sterling","GBPGHS","7.1724","7.1824","7.1774"
"09 Jun 2020","Pound Sterling","GBPGHS","7.1640","7.1734","7.1687"
"08 Jun 2020","Pound Sterling","GBPGHS","7.1312","7.1389","7.1351"
"05 Jun 2020","Pound Sterling","GBPGHS","7.1376","7.1453","7.1415"
"04 Jun 2020","Pound Sterling","GBPGHS","7.0789","7.0883","7.0836"
"03 Jun 2020","Pound Sterling","GBPGHS","7.0792","7.0874","7.0833"
"02 Jun 2020","Pound Sterling","GBPGHS","7.0577","7.0670","7.0624"
"01 Jun 2020","Pound Sterling","GBPGHS","7.0116","7.0209","7.0163"
"29 May 2020","Pound Sterling","GBPGHS","6.9140","6.9232","6.9186"
"28 May 2020","Pound Sterling","GBPGHS","6.9206","6.9287","6.9247"
"27 May 2020","Pound Sterling","GBPGHS","6.8621","6.8718","6.8670"
"26 May 2020","Pound Sterling","GBPGHS","6.9247","6.9339","6.9293"
"22 May 2020","Pound Sterling","GBPGHS","6.8371","6.8462","6.8417"
"21 May 2020","Pound Sterling","GBPGHS","6.8669","6.8771","6.8720"
"20 May 2020","Pound Sterling","GBPGHS","6.8851","6.8931","6.8891"
"19 May 2020","Pound Sterling","GBPGHS","6.8699","6.8791","6.8745"
"18 May 2020","Pound Sterling","GBPGHS","6.8421","6.8495","6.8458"
"15 May 2020","Pound Sterling","GBPGHS","6.7975","6.8060","6.8018"
"14 May 2020","Pound Sterling","GBPGHS","6.8426","6.8512","6.8469"
"13 May 2020","Pound Sterling","GBPGHS","6.8572","6.8646","6.8609"
"12 May 2020","Pound Sterling","GBPGHS","6.9016","6.9090","6.9053"
"11 May 2020","Pound Sterling","GBPGHS","6.9141","6.9233","6.9187"
"08 May 2020","Pound Sterling","GBPGHS","6.9632","6.9713","6.9673"
"07 May 2020","Pound Sterling","GBPGHS","6.8740","6.8831","6.8786"
"06 May 2020","Pound Sterling","GBPGHS","6.9209","6.9279","6.9244"
"05 May 2020","Pound Sterling","GBPGHS","6.9708","6.9783","6.9746"
"04 May 2020","Pound Sterling","GBPGHS","7.0543","7.0625","7.0584"
"30 Apr 2020","Pound Sterling","GBPGHS","7.0543","7.0625","7.0584"
"29 Apr 2020","Pound Sterling","GBPGHS","6.9176","6.9273","6.9225"
"28 Apr 2020","Pound Sterling","GBPGHS","6.9130","6.9205","6.9168"
"27 Apr 2020","Pound Sterling","GBPGHS","6.8859","6.8934","6.8897"
"24 Apr 2020","Pound Sterling","GBPGHS","6.8329","6.8403","6.8366"
"23 Apr 2020","Pound Sterling","GBPGHS","6.8317","6.8408","6.8363"
"22 Apr 2020","Pound Sterling","GBPGHS","6.8102","6.8176","6.8139"
"21 Apr 2020","Pound Sterling","GBPGHS","6.7737","6.7811","6.7774"
"20 Apr 2020","Pound Sterling","GBPGHS","6.8636","6.8716","6.8676"
"17 Apr 2020","Pound Sterling","GBPGHS","6.8797","6.8871","6.8834"
"16 Apr 2020","Pound Sterling","GBPGHS","6.8422","6.8518","6.8470"
"15 Apr 2020","Pound Sterling","GBPGHS","6.8839","6.8930","6.8885"
"14 Apr 2020","Pound Sterling","GBPGHS","6.9331","6.9406","6.9369"
"09 Apr 2020","Pound Sterling","GBPGHS","6.8603","6.8682","6.8643"
"08 Apr 2020","Pound Sterling","GBPGHS","6.8092","6.8177","6.8135"
"07 Apr 2020","Pound Sterling","GBPGHS","6.7892","6.7976","6.7934"
"06 Apr 2020","Pound Sterling","GBPGHS","6.7537","6.7626","6.7582"
"03 Apr 2020","Pound Sterling","GBPGHS","6.6847","6.6925","6.6886"
"02 Apr 2020","Pound Sterling","GBPGHS","6.7573","6.7663","6.7618"
"01 Apr 2020","Pound Sterling","GBPGHS","6.7429","6.7518","6.7474"
"31 Mar 2020","Pound Sterling","GBPGHS","6.7538","6.7627","6.7583"
"30 Mar 2020","Pound Sterling","GBPGHS","6.7243","6.7327","6.7285"
"27 Mar 2020","Pound Sterling","GBPGHS","6.6959","6.7042","6.7001"
"26 Mar 2020","Pound Sterling","GBPGHS","6.5630","6.5717","6.5674"
"25 Mar 2020","Pound Sterling","GBPGHS","6.3408","6.3487","6.3448"
"24 Mar 2020","Pound Sterling","GBPGHS","6.3245","6.3330","6.3288"
"23 Mar 2020","Pound Sterling","GBPGHS","6.2340","6.2424","6.2382"
"20 Mar 2020","Pound Sterling","GBPGHS","6.3215","6.3283","6.3249"
"19 Mar 2020","Pound Sterling","GBPGHS","6.2671","6.2755","6.2713"
"18 Mar 2020","Pound Sterling","GBPGHS","6.3086","6.3170","6.3128"
"17 Mar 2020","Pound Sterling","GBPGHS","6.4487","6.4573","6.4530"
"16 Mar 2020","Pound Sterling","GBPGHS","6.5652","6.5728","6.5690"
"13 Mar 2020","Pound Sterling","GBPGHS","6.6655","6.6732","6.6694"
"12 Mar 2020","Pound Sterling","GBPGHS","6.7081","6.7169","6.7125"
"11 Mar 2020","Pound Sterling","GBPGHS","6.8616","6.8695","6.8656"
"10 Mar 2020","Pound Sterling","GBPGHS","6.9005","6.9096","6.9051"
"09 Mar 2020","Pound Sterling","GBPGHS","6.9662","6.9748","6.9705"
"05 Mar 2020","Pound Sterling","GBPGHS","6.8426","6.8516","6.8471"
"04 Mar 2020","Pound Sterling","GBPGHS","6.7843","6.7932","6.7888"
"03 Mar 2020","Pound Sterling","GBPGHS","6.7683","6.7772","6.7728"
"02 Mar 2020","Pound Sterling","GBPGHS","6.7638","6.7727","6.7683"
"28 Feb 2020","Pound Sterling","GBPGHS","6.7836","6.7925","6.7881"
"27 Feb 2020","Pound Sterling","GBPGHS","6.8152","6.8231","6.8192"
"26 Feb 2020","Pound Sterling","GBPGHS","6.8380","6.8470","6.8425"
"25 Feb 2020","Pound Sterling","GBPGHS","6.8653","6.8727","6.8690"
"24 Feb 2020","Pound Sterling","GBPGHS","6.8240","6.8329","6.8285"
"21 Feb 2020","Pound Sterling","GBPGHS","6.8496","6.8585","6.8541"
"20 Feb 2020","Pound Sterling","GBPGHS","6.7994","6.8078","6.8036"
"19 Feb 2020","Pound Sterling","GBPGHS","6.8439","6.8528","6.8484"
"18 Feb 2020","Pound Sterling","GBPGHS","6.8842","6.8932","6.8887"
"17 Feb 2020","Pound Sterling","GBPGHS","6.8757","6.8842","6.8800"
"14 Feb 2020","Pound Sterling","GBPGHS","6.8898","6.8977","6.8938"
"13 Feb 2020","Pound Sterling","GBPGHS","6.9104","6.9184","6.9144"
"12 Feb 2020","Pound Sterling","GBPGHS","6.9042","6.9117","6.9080"
"11 Feb 2020","Pound Sterling","GBPGHS","6.9410","6.9501","6.9456"
"10 Feb 2020","Pound Sterling","GBPGHS","6.9304","6.9394","6.9349"
"07 Feb 2020","Pound Sterling","GBPGHS","6.9388","6.9479","6.9434"
"06 Feb 2020","Pound Sterling","GBPGHS","6.9412","6.9503","6.9458"
"05 Feb 2020","Pound Sterling","GBPGHS","6.9583","6.9674","6.9629"
"04 Feb 2020","Pound Sterling","GBPGHS","6.9884","6.9959","6.9922"
"03 Feb 2020","Pound Sterling","GBPGHS","7.0403","7.0496","7.0450"
"31 Jan 2020","Pound Sterling","GBPGHS","7.1885","7.1962","7.1924"
"30 Jan 2020","Pound Sterling","GBPGHS","7.1871","7.1964","7.1918"
"29 Jan 2020","Pound Sterling","GBPGHS","7.1768","7.1845","7.1807"
"28 Jan 2020","Pound Sterling","GBPGHS","7.1680","7.1762","7.1721"
"27 Jan 2020","Pound Sterling","GBPGHS","7.2061","7.2155","7.2108"
"24 Jan 2020","Pound Sterling","GBPGHS","7.2187","7.2281","7.2234"
"23 Jan 2020","Pound Sterling","GBPGHS","7.2451","7.2546","7.2499"
"22 Jan 2020","Pound Sterling","GBPGHS","7.2638","7.2733","7.2686"
"21 Jan 2020","Pound Sterling","GBPGHS","7.2214","7.2308","7.2261"
"20 Jan 2020","Pound Sterling","GBPGHS","7.1892","7.1969","7.1931"
"17 Jan 2020","Pound Sterling","GBPGHS","7.2036","7.2130","7.2083"
"16 Jan 2020","Pound Sterling","GBPGHS","7.2161","7.2245","7.2203"
"15 Jan 2020","Pound Sterling","GBPGHS","7.1916","7.2010","7.1963"
"14 Jan 2020","Pound Sterling","GBPGHS","7.1912","7.2006","7.1959"
"13 Jan 2020","Pound Sterling","GBPGHS","7.1810","7.1904","7.1857"
"10 Jan 2020","Pound Sterling","GBPGHS","7.2318","7.2412","7.2365"
"09 Jan 2020","Pound Sterling","GBPGHS","7.2218","7.2301","7.2260"
"08 Jan 2020","Pound Sterling","GBPGHS","7.2647","7.2742","7.2695"
"06 Jan 2020","Pound Sterling","GBPGHS","7.2664","7.2748","7.2706"
"03 Jan 2020","Pound Sterling","GBPGHS","7.2290","7.2385","7.2338"
"02 Jan 2020","Pound Sterling","GBPGHS","7.2711","7.2806","7.2759"
"31 Dec 2019","Pound Sterling","GBPGHS","7.3124","7.3203","7.3164"
"30 Dec 2019","Pound Sterling","GBPGHS","7.2603","7.2698","7.2651"
"27 Dec 2019","Pound Sterling","GBPGHS","7.2456","7.2550","7.2503"
"24 Dec 2019","Pound Sterling","GBPGHS","7.1720","7.1798","7.1759"
"23 Dec 2019","Pound Sterling","GBPGHS","7.1564","7.1641","7.1603"
"20 Dec 2019","Pound Sterling","GBPGHS","7.2250","7.2333","7.2292"
"19 Dec 2019","Pound Sterling","GBPGHS","7.2113","7.2196","7.2155"
"18 Dec 2019","Pound Sterling","GBPGHS","7.2398","7.2492","7.2445"
"17 Dec 2019","Pound Sterling","GBPGHS","7.2885","7.2963","7.2924"
"16 Dec 2019","Pound Sterling","GBPGHS","7.3851","7.3947","7.3899"
"13 Dec 2019","Pound Sterling","GBPGHS","7.3736","7.3832","7.3784"
"12 Dec 2019","Pound Sterling","GBPGHS","7.2764","7.2859","7.2812"
"11 Dec 2019","Pound Sterling","GBPGHS","7.2947","7.3042","7.2995"
"10 Dec 2019","Pound Sterling","GBPGHS","7.2921","7.3016","7.2969"
"09 Dec 2019","Pound Sterling","GBPGHS","7.2785","7.2863","7.2824"
"05 Dec 2019","Pound Sterling","GBPGHS","7.2713","7.2797","7.2755"
"04 Dec 2019","Pound Sterling","GBPGHS","7.2580","7.2675","7.2628"
"03 Dec 2019","Pound Sterling","GBPGHS","7.1916","7.1994","7.1955"
"02 Dec 2019","Pound Sterling","GBPGHS","7.1435","7.1512","7.1474"
"29 Nov 2019","Pound Sterling","GBPGHS","7.1275","7.1369","7.1322"
"28 Nov 2019","Pound Sterling","GBPGHS","7.0956","7.1033","7.0995"
"27 Nov 2019","Pound Sterling","GBPGHS","7.0786","7.0862","7.0824"
"26 Nov 2019","Pound Sterling","GBPGHS","7.0637","7.0730","7.0684"
"25 Nov 2019","Pound Sterling","GBPGHS","6.8796","6.9403","6.9100"
"22 Nov 2019","Pound Sterling","GBPGHS","6.9041","6.9115","6.9078"
"21 Nov 2019","Pound Sterling","GBPGHS","6.9449","6.9529","6.9489"
"20 Nov 2019","Pound Sterling","GBPGHS","6.9316","6.9407","6.9362"
"19 Nov 2019","Pound Sterling","GBPGHS","6.9418","6.9509","6.9464"
"18 Nov 2019","Pound Sterling","GBPGHS","6.9441","6.9532","6.9487"
"15 Nov 2019","Pound Sterling","GBPGHS","6.9179","6.9269","6.9224"
"14 Nov 2019","Pound Sterling","GBPGHS","6.8777","6.8856","6.8817"
"13 Nov 2019","Pound Sterling","GBPGHS","6.8725","6.8816","6.8771"
"12 Nov 2019","Pound Sterling","GBPGHS","6.8794","6.8884","6.8839"
"11 Nov 2019","Pound Sterling","GBPGHS","6.8930","6.8999","6.8965"
"08 Nov 2019","Pound Sterling","GBPGHS","6.8646","6.8736","6.8691"
"07 Nov 2019","Pound Sterling","GBPGHS","6.8673","6.8747","6.8710"
"06 Nov 2019","Pound Sterling","GBPGHS","6.8871","6.8945","6.8908"
"05 Nov 2019","Pound Sterling","GBPGHS","6.8831","6.8921","6.8876"
"04 Nov 2019","Pound Sterling","GBPGHS","6.8907","6.8997","6.8952"
"01 Nov 2019","Pound Sterling","GBPGHS","6.9093","6.9183","6.9138"
"31 Oct 2019","Pound Sterling","GBPGHS","6.8970","6.9050","6.9010"
"30 Oct 2019","Pound Sterling","GBPGHS","6.8634","6.8724","6.8679"
"29 Oct 2019","Pound Sterling","GBPGHS","6.8647","6.8737","6.8692"
"28 Oct 2019","Pound Sterling","GBPGHS","6.8516","6.8606","6.8561"
"25 Oct 2019","Pound Sterling","GBPGHS","6.8394","6.8473","6.8434"
"24 Oct 2019","Pound Sterling","GBPGHS","6.8298","6.8387","6.8343"
"23 Oct 2019","Pound Sterling","GBPGHS","6.8616","6.8706","6.8661"
"22 Oct 2019","Pound Sterling","GBPGHS","6.8823","6.8913","6.8868"
"21 Oct 2019","Pound Sterling","GBPGHS","6.9028","6.9118","6.9073"
"18 Oct 2019","Pound Sterling","GBPGHS","6.8592","6.8682","6.8637"
"17 Oct 2019","Pound Sterling","GBPGHS","6.8244","6.8333","6.8289"
"16 Oct 2019","Pound Sterling","GBPGHS","6.8064","6.8154","6.8109"
"15 Oct 2019","Pound Sterling","GBPGHS","6.7933","6.8012","6.7973"
"14 Oct 2019","Pound Sterling","GBPGHS","6.6859","6.6931","6.6895"
"11 Oct 2019","Pound Sterling","GBPGHS","6.7489","6.7578","6.7534"
"10 Oct 2019","Pound Sterling","GBPGHS","6.5417","6.5504","6.5461"
"09 Oct 2019","Pound Sterling","GBPGHS","6.4951","6.5022","6.4987"
"08 Oct 2019","Pound Sterling","GBPGHS","6.4932","6.5019","6.4976"
"07 Oct 2019","Pound Sterling","GBPGHS","6.5516","6.5592","6.5554"
"04 Oct 2019","Pound Sterling","GBPGHS","6.5292","6.5379","6.5336"
"03 Oct 2019","Pound Sterling","GBPGHS","6.5909","6.5996","6.5953"
"02 Oct 2019","Pound Sterling","GBPGHS","6.5397","6.5484","6.5441"
"01 Oct 2019","Pound Sterling","GBPGHS","6.5434","6.5521","6.5478"
"30 Sep 2019","Pound Sterling","GBPGHS","6.5377","6.5447","6.5412"
"27 Sep 2019","Pound Sterling","GBPGHS","6.5414","6.5485","6.5450"
"26 Sep 2019","Pound Sterling","GBPGHS","6.5534","6.5611","6.5573"
"25 Sep 2019","Pound Sterling","GBPGHS","6.5739","6.5821","6.5780"
"24 Sep 2019","Pound Sterling","GBPGHS","6.6347","6.6419","6.6383"
"20 Sep 2019","Pound Sterling","GBPGHS","6.6391","6.6468","6.6430"
"19 Sep 2019","Pound Sterling","GBPGHS","6.6255","6.6343","6.6299"
"18 Sep 2019","Pound Sterling","GBPGHS","6.6235","6.6322","6.6279"
"17 Sep 2019","Pound Sterling","GBPGHS","6.5900","6.5988","6.5944"
"16 Sep 2019","Pound Sterling","GBPGHS","6.5869","6.5957","6.5913"
"13 Sep 2019","Pound Sterling","GBPGHS","6.6060","6.6132","6.6099"
"12 Sep 2019","Pound Sterling","GBPGHS","6.5466","6.5553","6.5510"
"11 Sep 2019","Pound Sterling","GBPGHS","6.5371","6.5447","6.5409"
"10 Sep 2019","Pound Sterling","GBPGHS","6.5493","6.5564","6.5529"
"09 Sep 2019","Pound Sterling","GBPGHS","6.5507","6.5578","6.5543"
"06 Sep 2019","Pound Sterling","GBPGHS","6.5258","6.5344","6.5301"
"05 Sep 2019","Pound Sterling","GBPGHS","6.5343","6.5419","6.5381"
"04 Sep 2019","Pound Sterling","GBPGHS","6.4617","6.4703","6.4660"
"03 Sep 2019","Pound Sterling","GBPGHS","6.3864","6.3949","6.3907"
"02 Sep 2019","Pound Sterling","GBPGHS","6.3699","6.3773","6.3736"
"30 Aug 2019","Pound Sterling","GBPGHS","6.4253","6.4338","6.4296"
"29 Aug 2019","Pound Sterling","GBPGHS","6.4353","6.4423","6.4388"
"28 Aug 2019","Pound Sterling","GBPGHS","6.4484","6.4569","6.4527"
"27 Aug 2019","Pound Sterling","GBPGHS","6.4722","6.4807","6.4765"
"26 Aug 2019","Pound Sterling","GBPGHS","6.4497","6.4582","6.4540"
"23 Aug 2019","Pound Sterling","GBPGHS","6.4595","6.4680","6.4638"
"22 Aug 2019","Pound Sterling","GBPGHS","6.4578","6.4662","6.4620"
"21 Aug 2019","Pound Sterling","GBPGHS","6.3996","6.4081","6.4039"
"20 Aug 2019","Pound Sterling","GBPGHS","6.3970","6.4054","6.4012"
